combat_nbr,winner,rounds,damage_dealt_Aarakocra Ranger,damage_dealt_Aragorn,damage_dealt_Wyvern,damage_dealt_Orc,turns_survived_Aragorn,turns_survived_Aarakocra Ranger,turns_survived_Orc,turns_survived_Wyvern,actions_used_Aragorn_Disengage,actions_used_Aragorn_Attack,actions_used_Aragorn_Dodge,actions_used_Aragorn_Dash,actions_used_Aarakocra Ranger_Attack,actions_used_Aarakocra Ranger_Dodge,actions_used_Aarakocra Ranger_Dash,actions_used_Aarakocra Ranger_Disengage,actions_used_Orc_Attack,actions_used_Orc_Dash,actions_used_Wyvern_Attack,actions_used_Wyvern_Dash,actions_used_Wyvern_Disengage,actions_used_Wyvern_Dodge,initiative_order_Aragorn,initiative_order_Aarakocra Ranger,initiative_order_Orc,initiative_order_Wyvern,actions_used_Orc_Dodge,actions_used_Orc_Disengage,reactions_used_Wyvern_Opportunity Attack,reactions_used_Orc_Opportunity Attack,attack_count_Aragorn,attack_count_Aarakocra Ranger,attack_count_Orc,attack_count_Wyvern,crit_count_Aragorn,crit_count_Aarakocra Ranger,crit_count_Orc,crit_count_Wyvern,total_crits,turns_no_damage,hp_end_Aragorn,hp_end_Aarakocra Ranger,hp_end_Orc,hp_end_Wyvern,damage_this_round,survival_sequence_Aragorn,survival_sequence_Aarakocra Ranger,survival_sequence_Orc,survival_sequence_Wyvern
21.0,enemies,20,32.0,12.0,49.0,50.0,14.0,20.0,20.0,20.0,3.0,6.0,2.0,3.0,18.0,2.0,,,14.0,3.0,13.0,3.0,1.0,3.0,0.0,1.0,2.0,3.0,1.0,2.0,,1.0,6.0,18.0,30.0,13.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,12.0,44.0,3.0,"[True, True, True, True, True, True, True, True, True, True, True, True, True, True, False, False, False, False, False, False]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
22.0,enemies,16,10.0,21.0,46.0,66.0,10.0,16.0,16.0,16.0,1.0,7.0,1.0,1.0,14.0,1.0,1.0,,12.0,1.0,11.0,1.0,3.0,1.0,0.0,1.0,2.0,3.0,2.0,1.0,,1.0,7.0,14.0,26.0,11.0,1.0,0.0,2.0,0.0,3.0,4.0,0.0,0.0,21.0,48.0,20.0,"[True, True, True, True, True, True, True, True, True, True, False, False, False, False, False, False]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
23.0,party,28,41.0,61.0,46.0,6.0,28.0,28.0,14.0,28.0,5.0,22.0,1.0,,24.0,1.0,1.0,2.0,8.0,,23.0,2.0,2.0,1.0,0.0,1.0,2.0,3.0,6.0,,,,22.0,24.0,16.0,23.0,0.0,1.0,0.0,0.0,1.0,5.0,0.0,40.0,0.0,0.0,13.0,"[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
24.0,enemies,16,22.0,18.0,77.0,22.0,9.0,16.0,16.0,16.0,2.0,6.0,,1.0,14.0,1.0,1.0,,12.0,2.0,14.0,,,2.0,0.0,1.0,2.0,3.0,1.0,1.0,1.0,,6.0,14.0,24.0,15.0,0.0,1.0,0.0,2.0,3.0,4.0,0.0,0.0,14.0,46.0,9.0,"[True, True, True, True, True, True, True, True, True, False, False, False, False, False, False, False]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
25.0,enemies,11,6.0,26.0,49.0,46.0,7.0,11.0,11.0,11.0,,6.0,1.0,,8.0,1.0,1.0,1.0,8.0,1.0,10.0,1.0,,,0.0,1.0,2.0,3.0,,2.0,,,6.0,8.0,16.0,10.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,30.0,38.0,11.0,"[True, True, True, True, True, True, True, False, False, False, False]","[True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True]"
26.0,enemies,14,9.0,19.0,31.0,83.0,9.0,14.0,14.0,14.0,,8.0,1.0,,11.0,2.0,,1.0,12.0,2.0,9.0,2.0,2.0,1.0,0.0,1.0,2.0,3.0,,,,1.0,8.0,11.0,26.0,9.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,24.0,26.0,6.0,"[True, True, True, True, True, True, True, True, True, False, False, False, False, False]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
27.0,enemies,18,45.0,32.0,45.0,46.0,8.0,18.0,18.0,18.0,,6.0,1.0,1.0,16.0,2.0,,,14.0,1.0,14.0,3.0,,1.0,0.0,1.0,2.0,3.0,1.0,2.0,,1.0,6.0,16.0,30.0,14.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,26.0,12.0,"[True, True, True, True, True, True, True, True, False, False, False, False, False, False, False, False, False, False]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
28.0,enemies,11,23.0,17.0,63.0,29.0,7.0,11.0,11.0,11.0,1.0,4.0,1.0,1.0,8.0,,2.0,1.0,9.0,,8.0,1.0,2.0,,0.0,1.0,2.0,3.0,1.0,1.0,,,4.0,8.0,18.0,8.0,0.0,1.0,0.0,3.0,4.0,1.0,0.0,0.0,19.0,41.0,18.0,"[True, True, True, True, True, True, True, False, False, False, False]","[True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True]"
29.0,enemies,13,13.0,28.0,53.0,70.0,9.0,13.0,13.0,13.0,,7.0,2.0,,10.0,2.0,1.0,,11.0,,12.0,1.0,,,0.0,1.0,2.0,3.0,,2.0,,1.0,7.0,10.0,24.0,12.0,0.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,30.0,18.0,12.0,"[True, True, True, True, True, True, True, True, True, False, False, False, False]","[True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True, True]"
30.0,enemies,13,10.0,14.0,56.0,37.0,7.0,13.0,13.0,13.0,,6.0,1.0,,7.0,1.0,2.0,3.0,9.0,3.0,11.0,1.0,1.0,,0.0,1.0,2.0,3.0,,1.0,,,6.0,7.0,18.0,11.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,27.0,49.0,8.0,"[True, True, True, True, True, True, True, False, False, False, False, False, False]","[True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True, True]"
31.0,enemies,14,15.0,40.0,34.0,56.0,9.0,14.0,14.0,14.0,,7.0,1.0,1.0,11.0,,3.0,,10.0,1.0,11.0,,1.0,2.0,0.0,1.0,2.0,3.0,1.0,2.0,,1.0,7.0,11.0,22.0,11.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,18.0,27.0,2.0,"[True, True, True, True, True, True, True, True, True, False, False, False, False, False]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
32.0,party,31,39.0,63.0,25.0,28.0,24.0,31.0,16.0,31.0,1.0,18.0,2.0,3.0,21.0,3.0,3.0,4.0,9.0,,24.0,3.0,2.0,2.0,0.0,1.0,2.0,3.0,3.0,4.0,,,18.0,21.0,18.0,24.0,3.0,1.0,0.0,0.0,4.0,11.0,0.0,40.0,0.0,0.0,1.0,"[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, False, False, False, False, False, False, False]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
33.0,enemies,17,35.0,19.0,74.0,43.0,9.0,17.0,15.0,17.0,1.0,6.0,2.0,,14.0,1.0,1.0,1.0,11.0,2.0,11.0,1.0,3.0,2.0,0.0,1.0,2.0,3.0,2.0,,1.0,,6.0,14.0,22.0,12.0,0.0,1.0,1.0,3.0,5.0,3.0,0.0,0.0,0.0,43.0,20.0,"[True, True, True, True, True, True, True, True, True, False, False, False, False, False, False, False, False]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, False, False]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
34.0,enemies,9,4.0,13.0,27.0,88.0,5.0,9.0,9.0,9.0,2.0,3.0,,,8.0,,1.0,,8.0,1.0,6.0,2.0,1.0,,0.0,1.0,2.0,3.0,,,,,3.0,8.0,16.0,6.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,30.0,53.0,15.0,"[True, True, True, True, True, False, False, False, False]","[True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True]"
35.0,enemies,9,2.0,16.0,41.0,58.0,6.0,9.0,9.0,9.0,,5.0,1.0,,7.0,1.0,1.0,,9.0,,8.0,,,1.0,0.0,1.0,2.0,3.0,,,,,5.0,7.0,18.0,8.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,30.0,52.0,7.0,"[True, True, True, True, True, True, False, False, False]","[True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True]"
36.0,enemies,12,19.0,29.0,40.0,66.0,8.0,12.0,12.0,12.0,,7.0,1.0,,10.0,,1.0,1.0,10.0,,10.0,1.0,,1.0,0.0,1.0,2.0,3.0,2.0,,1.0,,7.0,10.0,20.0,11.0,0.0,1.0,2.0,0.0,3.0,1.0,0.0,0.0,17.0,31.0,29.0,"[True, True, True, True, True, True, True, True, False, False, False, False]","[True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True]"
37.0,enemies,16,23.0,20.0,49.0,75.0,10.0,16.0,16.0,16.0,1.0,7.0,,2.0,11.0,1.0,2.0,2.0,11.0,,11.0,,2.0,3.0,0.0,1.0,2.0,3.0,3.0,2.0,,1.0,7.0,11.0,24.0,11.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,18.0,23.0,23.0,"[True, True, True, True, True, True, True, True, True, True, False, False, False, False, False, False]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
38.0,enemies,13,9.0,12.0,42.0,69.0,5.0,13.0,13.0,13.0,,4.0,,1.0,11.0,2.0,,,11.0,,9.0,2.0,1.0,1.0,0.0,1.0,2.0,3.0,2.0,,,,4.0,11.0,22.0,9.0,0.0,1.0,4.0,1.0,6.0,2.0,0.0,0.0,24.0,55.0,7.0,"[True, True, True, True, True, False, False, False, False, False, False, False, False]","[True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True, True]"
39.0,enemies,16,17.0,20.0,33.0,72.0,10.0,16.0,16.0,16.0,2.0,7.0,1.0,,11.0,2.0,1.0,2.0,10.0,2.0,14.0,1.0,,1.0,0.0,1.0,2.0,3.0,3.0,1.0,,1.0,7.0,11.0,22.0,14.0,0.0,1.0,3.0,1.0,5.0,4.0,0.0,0.0,20.0,43.0,26.0,"[True, True, True, True, True, True, True, True, True, True, False, False, False, False, False, False]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
40.0,enemies,12,12.0,13.0,40.0,67.0,8.0,12.0,12.0,12.0,1.0,6.0,1.0,,9.0,1.0,,2.0,10.0,,9.0,3.0,,,0.0,1.0,2.0,3.0,,2.0,1.0,,6.0,9.0,20.0,10.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,26.0,47.0,10.0,"[True, True, True, True, True, True, True, True, False, False, False, False]","[True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True]"
41.0,enemies,16,14.0,21.0,58.0,49.0,8.0,16.0,16.0,16.0,1.0,6.0,,1.0,13.0,,1.0,2.0,12.0,1.0,13.0,2.0,,1.0,0.0,1.0,2.0,3.0,3.0,,1.0,,6.0,13.0,24.0,14.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,13.0,47.0,10.0,"[True, True, True, True, True, True, True, True, False, False, False, False, False, False, False, False]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
42.0,enemies,14,32.0,15.0,58.0,41.0,7.0,14.0,14.0,14.0,,6.0,,1.0,11.0,2.0,,1.0,12.0,1.0,12.0,,,2.0,0.0,1.0,2.0,3.0,1.0,,,,6.0,11.0,24.0,12.0,0.0,0.0,2.0,1.0,3.0,1.0,0.0,0.0,7.0,46.0,15.0,"[True, True, True, True, True, True, True, False, False, False, False, False, False, False]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
43.0,enemies,15,30.0,22.0,53.0,42.0,7.0,15.0,15.0,15.0,,7.0,,,13.0,,2.0,,12.0,2.0,9.0,2.0,4.0,,0.0,1.0,2.0,3.0,1.0,,,,7.0,13.0,24.0,9.0,1.0,0.0,1.0,1.0,3.0,3.0,0.0,0.0,11.0,37.0,9.0,"[True, True, True, True, True, True, True, False, False, False, False, False, False, False, False]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
44.0,enemies,21,28.0,28.0,14.0,111.0,16.0,21.0,21.0,21.0,3.0,13.0,,,14.0,2.0,,5.0,18.0,,11.0,2.0,5.0,3.0,0.0,1.0,2.0,3.0,1.0,2.0,,1.0,13.0,14.0,38.0,11.0,0.0,0.0,1.0,1.0,2.0,4.0,0.0,0.0,0.0,36.0,38.0,"[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, False, False, False, False, False]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
45.0,enemies,12,23.0,34.0,40.0,61.0,10.0,12.0,12.0,12.0,,9.0,1.0,,9.0,1.0,1.0,1.0,9.0,2.0,9.0,1.0,1.0,1.0,0.0,1.0,2.0,3.0,1.0,,,1.0,9.0,9.0,20.0,9.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,22.0,21.0,27.0,"[True, True, True, True, True, True, True, True, True, True, False, False]","[True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True]"
46.0,enemies,22,43.0,18.0,26.0,83.0,12.0,22.0,22.0,22.0,,10.0,1.0,1.0,17.0,1.0,3.0,1.0,17.0,1.0,14.0,4.0,1.0,3.0,0.0,1.0,2.0,3.0,2.0,2.0,,1.0,10.0,17.0,36.0,14.0,0.0,2.0,3.0,0.0,5.0,3.0,0.0,0.0,4.0,35.0,22.0,"[True, True, True, True, True, True, True, True, True, True, True, True, False, False, False, False, False, False, False, False, False, False]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
47.0,enemies,28,46.0,25.0,82.0,19.0,15.0,28.0,18.0,28.0,1.0,12.0,,2.0,24.0,3.0,,1.0,10.0,3.0,24.0,3.0,,1.0,0.0,1.0,2.0,3.0,4.0,1.0,1.0,,12.0,24.0,20.0,25.0,0.0,2.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,39.0,7.0,"[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, False, False, False, False, False, False, False, False, False, False]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
48.0,enemies,20,22.0,26.0,63.0,33.0,14.0,20.0,20.0,20.0,1.0,9.0,2.0,2.0,14.0,2.0,1.0,3.0,15.0,2.0,18.0,2.0,,,0.0,1.0,2.0,3.0,1.0,2.0,,1.0,9.0,14.0,32.0,18.0,0.0,1.0,0.0,1.0,2.0,4.0,0.0,0.0,16.0,30.0,16.0,"[True, True, True, True, True, True, True, True, True, True, True, True, True, True, False, False, False, False, False, False]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
49.0,enemies,20,25.0,23.0,48.0,59.0,14.0,20.0,20.0,20.0,1.0,9.0,1.0,3.0,15.0,1.0,2.0,2.0,16.0,,11.0,2.0,6.0,1.0,0.0,1.0,2.0,3.0,1.0,3.0,,1.0,9.0,15.0,34.0,11.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,48.0,15.0,"[True, True, True, True, True, True, True, True, True, True, True, True, True, True, False, False, False, False, False, False]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
50.0,enemies,24,46.0,18.0,83.0,29.0,14.0,24.0,16.0,24.0,2.0,8.0,1.0,3.0,22.0,,1.0,1.0,12.0,2.0,22.0,1.0,,1.0,0.0,1.0,2.0,3.0,1.0,1.0,1.0,,8.0,22.0,24.0,23.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,36.0,9.0,"[True, True, True, True, True, True, True, True, True, True, True, True, True, True, False, False, False, False, False, False, False, False, False, False]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, False, False, False, False, False, False, False, False]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
51.0,enemies,18,23.0,5.0,65.0,38.0,9.0,18.0,18.0,18.0,,8.0,1.0,,13.0,2.0,1.0,2.0,11.0,1.0,12.0,,5.0,1.0,0.0,1.0,2.0,3.0,2.0,4.0,,1.0,8.0,13.0,24.0,12.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,11.0,58.0,17.0,"[True, True, True, True, True, True, True, True, True, False, False, False, False, False, False, False, False, False]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
52.0,enemies,15,19.0,20.0,69.0,37.0,11.0,15.0,15.0,15.0,,7.0,2.0,2.0,14.0,,1.0,,11.0,,11.0,1.0,2.0,1.0,0.0,1.0,2.0,3.0,1.0,3.0,,1.0,7.0,14.0,24.0,11.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,12.0,40.0,8.0,"[True, True, True, True, True, True, True, True, True, True, True, False, False, False, False]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
53.0,enemies,21,14.0,27.0,72.0,32.0,13.0,21.0,21.0,21.0,1.0,10.0,1.0,1.0,15.0,3.0,2.0,1.0,14.0,4.0,13.0,3.0,1.0,4.0,0.0,1.0,2.0,3.0,3.0,,1.0,,10.0,15.0,28.0,14.0,0.0,0.0,1.0,1.0,2.0,4.0,0.0,0.0,11.0,44.0,9.0,"[True, True, True, True, True, True, True, True, True, True, True, True, True, False, False, False, False, False, False, False, False]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
